,GID_0,NAME_0,NAME_1,LANDLESS,A0.1,A1.2,A2.5,A5.10,A10.20,A20.,A0.2,A0.5,A0.10,A0.20,N0.1,N1.2,N2.5,N5.10,N10.20,N20.,N0.2,N0.5,N0.10,N0.20,PA0.1,PA1.2,PA2.5,PA5.10,PA10.20,PA20.,PA0.2,PA0.5,PA0.10,PA0.20,PN0.1,PN1.2,PN2.5,PN5.10,PN10.20,PN20.,PN0.2,PN0.5,PN0.10,PN0.20
498,UGA,Uganda,Eastern,NA,330333.6155,140840.8022,100070.5238,23541.03413,0,0,471174.4178,571244.9416,594785.9757,594785.9757,926109.1375,105868.8215,39517.53668,4531.152099,0,0,1031977.959,1071495.496,1076026.648,1076026.648,0.555382321,0.236792406,0.168246273,0.039579,0,0,0.792174727,0.960421,1,1,0.860674909,0.098388661,0.036725426,0.004211004,0,0,0.959063571,0.995788996,1,1
499,UGA,Uganda,Central,NA,337458.7717,364325.9806,642532.2069,210567.9664,119129.4229,57396.96158,701784.7523,1344316.959,1554884.926,1674014.348,700691.0073,263418.0791,221673.4952,34160.77002,10584.82654,2588.154297,964109.0864,1185782.582,1219943.352,1230528.178,0.194903874,0.210421394,0.371103159,0.121616375,0.068804808,0.033150391,0.405325267,0.776428427,0.898044801,0.966849609,0.568227822,0.213619812,0.179766896,0.027702796,0.008583802,0.002098873,0.781847634,0.961614529,0.989317325,0.997901127
500,ESH,Western Sahara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,ZMB,Zambia,Central,286498.1941,3817.424264,8900.854386,532808.664,1353244.243,3733031.009,8207070.345,12718.27865,545526.9427,1898771.185,5631802.194,5403.1016,6053.4125,137319.2516,161259.6129,247759.6753,229507.1668,11456.5141,148775.7657,310035.3786,557795.0539,0.000275848,0.000643178,0.038500872,0.097785729,0.269749649,0.593044724,0.000919026,0.039419898,0.137205627,0.406955276,0.005031756,0.005637372,0.127881541,0.150176523,0.230731588,0.213733543,0.010669128,0.138550669,0.288727192,0.51945878
502,ZMB,Zambia,Copperbelt,1310515.276,598.8649,50585.24423,1041533.278,1682836.715,2439012.384,3332568.833,51184.10913,1092717.387,2775554.103,5214566.487,1060.2541,39776.6458,286811.9905,202759.5367,150824.3128,79241.853,40836.8999,327648.8904,530408.4271,681232.7399,7.01E-05,0.005918386,0.121857586,0.196888975,0.285360216,0.38990477,0.005988452,0.127846038,0.324735013,0.61009523,0.000511955,0.019206586,0.138490291,0.097904649,0.072827161,0.038262791,0.019718542,0.158208833,0.256113482,0.328940643
503,ZMB,Zambia,Eastern,171551.6467,0,7706.04855,714040.048,2968748.754,6650745.341,8185115.508,7706.04855,721746.0965,3690494.85,10341240.19,0,6080.2704,180555.4613,381664.4395,500466.2983,255788.3294,6080.2704,186635.7317,568300.1712,1068766.47,0,0.000415951,0.038541851,0.160244616,0.358988322,0.44180926,0.000415951,0.038957802,0.199202418,0.55819074,0,0.004064063,0.120683566,0.255105137,0.334512494,0.170969339,0.004064063,0.124747629,0.379852766,0.71436526
504,ZMB,Zambia,Luapula,128332.6563,3659.902487,34708.81145,1168224.682,2602170.897,2894094.436,1213562.655,38368.71394,1206593.396,3808764.293,6702858.729,6171.8655,25414.3183,289296.7344,332609.3234,205520.0015,48386.5122,31586.1838,320882.9182,653492.2416,859012.2431,0.000462318,0.004384407,0.147569795,0.328705456,0.36558115,0.153296874,0.004846725,0.15241652,0.481121975,0.846703126,0.005958944,0.024537557,0.279316366,0.321134726,0.198429824,0.046717239,0.030496501,0.309812867,0.630947593,0.829377417
505,ZMB,Zambia,Lusaka,1371804.457,304.56925,11510.70764,255130.0109,407273.1942,717463.6316,1190642.283,11815.27689,266945.2878,674218.482,1391682.114,1083.2369,8950.9492,70714.7637,52090.4061,48217.9662,34818.5956,10034.1861,80748.9498,132839.3559,181057.3221,0.000117944,0.004457499,0.098798591,0.157715737,0.277836368,0.461073862,0.004575443,0.103374033,0.26108977,0.538926138,0.000682276,0.005637753,0.044539672,0.032809126,0.030370071,0.021930482,0.006320029,0.050859701,0.083668828,0.114038899
506,ZMB,Zambia,Muchinga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,ZMB,Zambia,North-Western,128843.0817,299.9904,3973.688,457301.4396,1209401.624,1849944.289,1238879.642,4273.6784,461575.118,1670976.742,3520921.031,486.1394,3178.9504,116166.7789,140442.2997,124333.0967,45956.9995,3665.0898,119831.8687,260274.1684,384607.2651,6.30E-05,0.000834843,0.096075754,0.254086611,0.388660033,0.260279732,0.000897869,0.096973623,0.351060235,0.739720268,0.000869026,0.005682711,0.207660446,0.251055516,0.222258606,0.082153014,0.006551737,0.214212183,0.465267698,0.687526304
508,ZMB,Zambia,Northern,219000.3916,2107.33385,16958.78868,1034372.415,2347292.993,5915912.242,10467461.43,19066.12253,1053438.538,3400731.531,9316643.773,3746.4745,13392.8333,260782.362,286016.3161,389124.8016,301265.623,17139.3078,277921.6698,563937.9859,953062.7875,0.000106517,0.000857193,0.052283002,0.118645396,0.299023493,0.5290844,0.000963709,0.053246711,0.171892107,0.4709156,0.002542864,0.009090186,0.177002148,0.194129318,0.264112669,0.204479559,0.01163305,0.188635198,0.382764516,0.646877185
509,ZMB,Zambia,Southern,391771.2624,2654.271015,34534.27525,617326.9112,1557647.401,3598403.345,12226110.51,37188.54627,654515.4575,2212162.858,5810566.203,3764.4015,21790.8097,163461.0199,182506.1776,235221.0632,298450.4991,25555.2112,189016.2311,371522.4087,606743.4719,0.00014716,0.00191467,0.0342262,0.08636,0.199504787,0.677847184,0.002061829,0.03628803,0.12264803,0.322152816,0.002902469,0.016801383,0.126033463,0.140717864,0.181362659,0.230114495,0.019703852,0.145737315,0.286455179,0.467817838
510,ZMB,Zambia,Western,140819.0435,126.7446,7554.335125,662807.495,1389904.856,2061674.52,2632956.153,7681.079725,670488.5747,2060393.431,4122067.951,253.4892,5399.1173,176638.844,168842.8152,142823.5124,87429.9497,5652.6065,182291.4505,351134.2657,493957.7781,1.88E-05,0.001118328,0.098120671,0.205758682,0.305206094,0.389777462,0.001137091,0.099257762,0.305016444,0.610222538,0.000350993,0.007475861,0.244582093,0.233787361,0.197759863,0.121059443,0.007826853,0.252408947,0.486196308,0.683956171
511,ZWE,Zimbabwe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
